SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,,,QSM,,SAC,,PPO,,MaxEntDP,,TD3,,Crossq,,SMPO,,,,QVPO,
X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y
,,,,,,0.712001383,6175.557,6175.557,6175.557,,,,,,,,,,,,,,,,,,
,,,,,,0.712217468,5402.941,5402.941,5402.941,,,,,,,,,,,,,,,,,,
,,,,,,0.713038593,7145.8394,7145.8394,7145.8394,,,,,,,,,,,,,,,,,,
,,,,,,0.713989369,5237.9414,5237.9414,5237.9414,,,,,,,,,,,,,,,,,,
,,,,,,0.714378322,6715.028,6715.028,6715.028,,,,,,,,,,,,,,,,,,
,,,,,,0.714594408,6815.241,6815.241,6815.241,,,,,,,,,,,,,,,,,,
,,,,,,0.715415532,6866.716,6866.716,6866.716,,,,,,,,,,,,,,,,,,
,,,,,,0.716366308,5017.44,5017.44,5017.44,,,,,,,,,,,,,,,,,,
,,,,,,0.716755262,6862.0083,6862.0083,6862.0083,,,,,,,,,,,,,,,,,,
,,,,,,0.716971347,6647.2466,6647.2466,6647.2466,,,,,,,,,,,,,,,,,,
,,,,,,0.717792472,7004.229,7004.229,7004.229,,,,,,,,,,,,,,,,,,
,,,,,,0.719132201,5534.8325,5534.8325,5534.8325,,,,,,,,,,,,,,,,,,
,,,,,,0.719348286,5034.9115,4727.066,5342.757,,,,,,,,,,,,,,,,,,
,,,,,,0.720169411,6879.773,6879.773,6879.773,,,,,,,,,,,,,,,,,,
,,,,,,0.72150914,5510.499,5510.499,5510.499,,,,,,,,,,,,,,,,,,
,,,,,,0.721725226,5552.0874,5552.0874,5552.0874,,,,,,,,,,,,,,,,,,
,,,,,,0.722330265,6716.907,6716.907,6716.907,,,,,,,,,,,,,,,,,,
,,,,,,0.72254635,7014.9336,7014.9336,7014.9336,,,,,,,,,,,,,,,,,,
,,,,,,0.72388608,6827.3433,6827.3433,6827.3433,,,,,,,,,,,,,,,,,,
,,,,,,0.724707204,6861.6865,6861.6865,6861.6865,,,,,,,,,,,,,,,,,,
,,,,,,0.72492329,6967.493,6967.493,6967.493,,,,,,,,,,,,,,,,,,
,,,,,,0.725312243,5627.4185,5627.4185,5627.4185,,,,,,,,,,,,,,,,,,
,,,,,,0.726263019,4165.013,4165.013,4165.013,,,,,,,,,,,,,,,,,,
,,,,,,0.727300229,6327.557,6327.557,6327.557,,,,,,,,,,,,,,,,,,
,,,,,,0.727689183,6780.42,6780.42,6780.42,,,,,,,,,,,,,,,,,,
,,,,,,0.728294222,6136.0166,6136.0166,6136.0166,,,,,,,,,,,,,,,,,,
,,,,,,0.728639959,5480.9575,5480.9575,5480.9575,,,,,,,,,,,,,,,,,,
,,,,,,0.729677168,5708.4985,5708.4985,5708.4985,,,,,,,,,,,,,,,,,,
,,,,,,0.730066122,6756.6016,6756.6016,6756.6016,,,,,,,,,,,,,,,,,,
,,,,,,0.731016898,6718.012,6718.012,6718.012,,,,,,,,,,,,,,,,,,
,,,,,,0.7312762,5442.584,5442.584,5442.584,,,,,,,,,,,,,,,,,,
,,,,,,0.732054108,7053.2725,7053.2725,7053.2725,,,,,,,,,,,,,,,,,,
,,,,,,0.732443061,4715.6304,4715.6304,4715.6304,,,,,,,,,,,,,,,,,,
,,,,,,0.73365314,6245.656,6245.656,6245.656,,,,,,,,,,,,,,,,,,
,,,,,,0.733998876,5504.8716,5504.8716,5504.8716,,,,,,,,,,,,,,,,,,
,,,,,,0.734431047,6974.4346,6974.4346,6974.4346,,,,,,,,,,,,,,,,,,
,,,,,,0.73542504,6841.633,6841.633,6841.633,,,,,,,,,,,,,,,,,,
,,,,,,0.736030079,5235.5854,5235.5854,5235.5854,,,,,,,,,,,,,,,,,,
,,,,,,0.736375816,6802.5205,6802.5205,6802.5205,,,,,,,,,,,,,,,,,,
,,,,,,0.736807987,6174.327,6174.327,6174.327,,,,,,,,,,,,,,,,,,
,,,,,,0.737801979,6824.4014,6824.4014,6824.4014,,,,,,,,,,,,,,,,,,
,,,,,,0.738407018,3868.7112,3868.7112,3868.7112,,,,,,,,,,,,,,,,,,
,,,,,,0.738752755,6845.9077,6845.9077,6845.9077,,,,,,,,,,,,,,,,,,
,,,,,,0.739184926,6976.785,6976.785,6976.785,,,,,,,,,,,,,,,,,,
,,,,,,0.740178919,6726.898,6726.898,6726.898,,,,,,,,,,,,,,,,,,
,,,,,,0.741129694,5651.4556,5651.4556,5651.4556,,,,,,,,,,,,,,,,,,
,,,,,,0.741388997,3710.1106,3710.1106,3710.1106,,,,,,,,,,,,,,,,,,
,,,,,,0.741561865,7053.2017,7053.2017,7053.2017,,,,,,,,,,,,,,,,,,
,,,,,,0.742555858,5508.9507,5508.9507,5508.9507,,,,,,,,,,,,,,,,,,
,,,,,,0.743506634,6827.205,6827.205,6827.205,,,,,,,,,,,,,,,,,,
,,,,,,0.743765936,4010.0598,4010.0598,4010.0598,,,,,,,,,,,,,,,,,,
,,,,,,0.743938805,5152.608,5152.608,5152.608,,,,,,,,,,,,,,,,,,
,,,,,,0.744932797,5690.031,5690.031,5690.031,,,,,,,,,,,,,,,,,,
,,,,,,0.745883573,6924.362,6924.362,6924.362,,,,,,,,,,,,,,,,,,
,,,,,,0.746142876,4836.75,4836.75,4836.75,,,,,,,,,,,,,,,,,,
,,,,,,0.746920783,7167.3174,7167.3174,7167.3174,,,,,,,,,,,,,,,,,,
,,,,,,0.747309737,5961.334,5961.334,5961.334,,,,,,,,,,,,,,,,,,
,,,,,,0.748260513,6690.11,6690.11,6690.11,,,,,,,,,,,,,,,,,,
,,,,,,0.749297722,7072.9224,7072.9224,7072.9224,,,,,,,,,,,,,,,,,,
,,,,,,0.749686676,6660.1763,6660.1763,6660.1763,,,,,,,,,,,,,,,,,,
,,,,,,0.750334932,4659.741,4659.741,4659.741,,,,,,,,,,,,,,,,,,
,,,,,,0.750637452,6136.344,6136.344,6136.344,,,,,,,,,,,,,,,,,,
,,,,,,0.751674662,6582.2686,6582.2686,6582.2686,,,,,,,,,,,,,,,,,,
,,,,,,0.752063616,5818.7812,5818.7812,5818.7812,,,,,,,,,,,,,,,,,,
,,,,,,0.752711872,3965.2551,3965.2551,3965.2551,,,,,,,,,,,,,,,,,,
,,,,,,0.753014391,6884.641,6884.641,6884.641,,,,,,,,,,,,,,,,,,
,,,,,,0.754051601,7082.952,7082.952,7082.952,,,,,,,,,,,,,,,,,,
,,,,,,0.754440555,6945.3643,6945.3643,6945.3643,,,,,,,,,,,,,,,,,,
,,,,,,0.755391331,6774.2627,6774.2627,6774.2627,,,,,,,,,,,,,,,,,,
,,,,,,0.75569385,3308.4995,3308.4995,3308.4995,,,,,,,,,,,,,,,,,,
,,,,,,0.756428541,6424.8687,6424.8687,6424.8687,,,,,,,,,,,,,,,,,,
,,,,,,0.756817494,6747.145,6747.145,6747.145,,,,,,,,,,,,,,,,,,
,,,,,,0.75776827,6828.4785,6828.4785,6828.4785,,,,,,,,,,,,,,,,,,
,,,,,,0.75807079,5258.08,5258.08,5258.08,,,,,,,,,,,,,,,,,,
,,,,,,0.75880548,5738.3916,5738.3916,5738.3916,,,,,,,,,,,,,,,,,,
,,,,,,0.759194434,5948.7397,5948.7397,5948.7397,,,,,,,,,,,,,,,,,,
,,,,,,0.760145209,6907.824,6907.824,6907.824,,,,,,,,,,,,,,,,,,
,,,,,,0.760447729,5040.907,5040.907,5040.907,,,,,,,,,,,,,,,,,,
,,,,,,0.761182419,6840.2407,6840.2407,6840.2407,,,,,,,,,,,,,,,,,,
,,,,,,0.761571373,6539.504,6539.504,6539.504,,,,,,,,,,,,,,,,,,
,,,,,,0.762824668,5109.054,5109.054,5109.054,,,,,,,,,,,,,,,,,,
,,,,,,0.763127188,6860.919,6860.919,6860.919,,,,,,,,,,,,,,,,,,
,,,,,,0.763559359,7118.3325,7118.3325,7118.3325,,,,,,,,,,,,,,,,,,
,,,,,,0.763948312,4468.9805,4468.9805,4468.9805,,,,,,,,,,,,,,,,,,
,,,,,,0.765504127,6770.8047,6770.8047,6770.8047,,,,,,,,,,,,,,,,,,
,,,,,,0.765806647,3350.234,3350.234,3350.234,,,,,,,,,,,,,,,,,,
,,,,,,0.765936298,5627.231,5627.231,5627.231,,,,,,,,,,,,,,,,,,
,,,,,,0.766325252,6854.5703,6854.5703,6854.5703,,,,,,,,,,,,,,,,,,
,,,,,,0.767881067,6128.84,6128.84,6128.84,,,,,,,,,,,,,,,,,,
,,,,,,0.768183586,4718.1284,4718.1284,4718.1284,,,,,,,,,,,,,,,,,,
,,,,,,0.768313237,5839.9604,5839.9604,5839.9604,,,,,,,,,,,,,,,,,,
,,,,,,0.76930723,5760.1416,5760.1416,5760.1416,,,,,,,,,,,,,,,,,,
,,,,,,0.770258006,6871.358,6871.358,6871.358,,,,,,,,,,,,,,,,,,
,,,,,,0.770560526,6374.2007,6374.2007,6374.2007,,,,,,,,,,,,,,,,,,
,,,,,,0.770690177,7117.896,7117.896,7117.896,,,,,,,,,,,,,,,,,,
,,,,,,0.77168417,6194.0557,6194.0557,6194.0557,,,,,,,,,,,,,,,,,,
,,,,,,0.772634945,6793.2075,6793.2075,6793.2075,,,,,,,,,,,,,,,,,,
,,,,,,0.773067116,4272.2104,4272.2104,4272.2104,,,,,,,,,,,,,,,,,,
,,,,,,0.773542504,5235.139,5235.139,5235.139,,,,,,,,,,,,,,,,,,
,,,,,,0.774061109,6836.783,6836.783,6836.783,,,,,,,,,,,,,,,,,,
,,,,,,0.775011885,6880.5767,6880.5767,6880.5767,,,,,,,,,,,,,,,,,,
,,,,,,0.775444055,5679.207,5679.207,5679.207,,,,,,,,,,,,,,,,,,
,,,,,,0.775919443,6038.7656,6038.7656,6038.7656,,,,,,,,,,,,,,,,,,
,,,,,,0.776438048,6899.932,6899.932,6899.932,,,,,,,,,,,,,,,,,,
,,,,,,0.777820995,7123.446,7123.446,7123.446,,,,,,,,,,,,,,,,,,
,,,,,,0.777993863,6956.742,6956.742,6956.742,,,,,,,,,,,,,,,,,,
,,,,,,0.778296383,6212.501,6212.501,6212.501,,,,,,,,,,,,,,,,,,
,,,,,,0.778814988,4175.7983,4175.7983,4175.7983,,,,,,,,,,,,,,,,,,
,,,,,,0.780197934,7028.2124,7028.2124,7028.2124,,,,,,,,,,,,,,,,,,
,,,,,,0.780370803,6790.2905,6790.2905,6790.2905,,,,,,,,,,,,,,,,,,
,,,,,,0.780673322,2952.0493,2952.0493,2952.0493,,,,,,,,,,,,,,,,,,
,,,,,,0.781191927,6995.489,6995.489,6995.489,,,,,,,,,,,,,,,,,,
,,,,,,0.782574874,7050.2544,7050.2544,7050.2544,,,,,,,,,,,,,,,,,,
,,,,,,0.782747742,7022.0493,7022.0493,7022.0493,,,,,,,,,,,,,,,,,,
,,,,,,0.783050261,6323.477,6323.477,6323.477,,,,,,,,,,,,,,,,,,
,,,,,,0.783568866,5565.35,5565.35,5565.35,,,,,,,,,,,,,,,,,,
,,,,,,0.784951813,6536.348,6536.348,6536.348,,,,,,,,,,,,,,,,,,
,,,,,,0.785124681,6891.6416,6891.6416,6891.6416,,,,,,,,,,,,,,,,,,
,,,,,,0.785427201,4730.3613,4730.3613,4730.3613,,,,,,,,,,,,,,,,,,
,,,,,,0.785945806,6249.8516,6249.8516,6249.8516,,,,,,,,,,,,,,,,,,
,,,,,,0.787328752,5701.0747,5701.0747,5701.0747,,,,,,,,,,,,,,,,,,
,,,,,,0.787501621,6947.8813,6947.8813,6947.8813,,,,,,,,,,,,,,,,,,
,,,,,,0.788322745,5664.4683,5664.4683,5664.4683,,,,,,,,,,,,,,,,,,
,,,,,,0.788409179,6340.8716,6340.8716,6340.8716,,,,,,,,,,,,,,,,,,
,,,,,,0.789705692,7110.242,7110.242,7110.242,,,,,,,,,,,,,,,,,,
,,,,,,0.78987856,5823.438,5823.438,5823.438,,,,,,,,,,,,,,,,,,
,,,,,,0.790699685,6971.8105,6971.8105,6971.8105,,,,,,,,,,,,,,,,,,
,,,,,,0.790786119,4564.0366,4564.0366,4564.0366,,,,,,,,,,,,,,,,,,
,,,,,,0.792082631,4784.57,4784.57,4784.57,,,,,,,,,,,,,,,,,,
,,,,,,0.792255499,6941.8047,6941.8047,6941.8047,,,,,,,,,,,,,,,,,,
,,,,,,0.793076624,6905.4443,6905.4443,6905.4443,,,,,,,,,,,,,,,,,,
,,,,,,0.793768097,5787.32,5787.32,5787.32,,,,,,,,,,,,,,,,,,
,,,,,,0.79445957,7081.7876,7081.7876,7081.7876,,,,,,,,,,,,,,,,,,
,,,,,,0.794632439,6936.6553,6936.6553,6936.6553,,,,,,,,,,,,,,,,,,
,,,,,,0.795453563,6574.929,6574.929,6574.929,,,,,,,,,,,,,,,,,,
,,,,,,0.797009378,6589.4097,6589.4097,6589.4097,,,,,,,,,,,,,,,,,,
,,,,,,0.797355115,6362.4585,6362.4585,6362.4585,,,,,,,,,,,,,,,,,,
,,,,,,0.797441549,7034.1514,7034.1514,7034.1514,,,,,,,,,,,,,,,,,,
,,,,,,0.797830503,5613.258,5613.258,5613.258,,,,,,,,,,,,,,,,,,
,,,,,,0.799386317,6873.892,6873.892,6873.892,,,,,,,,,,,,,,,,,,
,,,,,,0.799818488,7195.4526,7195.4526,7195.4526,,,,,,,,,,,,,,,,,,
,,,,,,0.800207442,6971.8364,6971.8364,6971.8364,,,,,,,,,,,,,,,,,,
,,,,,,0.800337093,6153.863,6153.863,6153.863,,,,,,,,,,,,,,,,,,
,,,,,,0.801763257,6903.5557,6903.5557,6903.5557,,,,,,,,,,,,,,,,,,
,,,,,,0.802195428,7104.887,7104.887,7104.887,,,,,,,,,,,,,,,,,,
,,,,,,0.802584381,6333.924,6333.924,6333.924,,,,,,,,,,,,,,,,,,
,,,,,,0.803319072,4541.431,4541.431,4541.431,,,,,,,,,,,,,,,,,,
,,,,,,0.804140196,6885.5195,6885.5195,6885.5195,,,,,,,,,,,,,,,,,,
,,,,,,0.804572367,5824.034,5824.034,5824.034,,,,,,,,,,,,,,,,,,
,,,,,,0.804961321,6238.8794,6238.8794,6238.8794,,,,,,,,,,,,,,,,,,
,,,,,,0.80630105,4463.9067,4463.9067,4463.9067,,,,,,,,,,,,,,,,,,
,,,,,,0.806517136,6936.2383,6936.2383,6936.2383,,,,,,,,,,,,,,,,,,
,,,,,,0.806949306,7128.6904,7128.6904,7128.6904,,,,,,,,,,,,,,,,,,
,,,,,,0.807943299,6823.755,6823.755,6823.755,,,,,,,,,,,,,,,,,,
,,,,,,0.808894075,6979.1377,6979.1377,6979.1377,,,,,,,,,,,,,,,,,,
,,,,,,0.809283029,6357.2915,6357.2915,6357.2915,,,,,,,,,,,,,,,,,,
,,,,,,0.809326246,5729.085,5729.085,5729.085,,,,,,,,,,,,,,,,,,
,,,,,,0.810320239,6324.084,6324.084,6324.084,,,,,,,,,,,,,,,,,,
,,,,,,0.811271014,6952.412,6952.412,6952.412,,,,,,,,,,,,,,,,,,
,,,,,,0.811659968,5139.415,5139.415,5139.415,,,,,,,,,,,,,,,,,,
,,,,,,0.811703185,7171.419,7171.419,7171.419,,,,,,,,,,,,,,,,,,
,,,,,,0.812697178,6963.1274,6963.1274,6963.1274,,,,,,,,,,,,,,,,,,
,,,,,,0.814036907,5164.3413,5164.3413,5164.3413,,,,,,,,,,,,,,,,,,
,,,,,,0.814685164,7172.285,7172.285,7172.285,,,,,,,,,,,,,,,,,,
,,,,,,0.814858032,6918.741,6918.741,6918.741,,,,,,,,,,,,,,,,,,
,,,,,,0.815074117,6940.9976,6940.9976,6940.9976,,,,,,,,,,,,,,,,,,
,,,,,,0.816413847,5503.502,5503.502,5503.502,,,,,,,,,,,,,,,,,,
,,,,,,0.817234971,6963.8306,6963.8306,6963.8306,,,,,,,,,,,,,,,,,,
,,,,,,0.817451057,4818.6167,4818.6167,4818.6167,,,,,,,,,,,,,,,,,,
,,,,,,0.818272181,7115.175,7115.175,7115.175,,,,,,,,,,,,,,,,,,
,,,,,,0.818790786,5365.4443,5365.4443,5365.4443,,,,,,,,,,,,,,,,,,
,,,,,,0.819611911,6957.4873,6957.4873,6957.4873,,,,,,,,,,,,,,,,,,
,,,,,,0.819827996,5671.767,5671.767,5671.767,,,,,,,,,,,,,,,,,,
,,,,,,0.820649121,7150.065,7150.065,7150.065,,,,,,,,,,,,,,,,,,
,,,,,,0.821167725,5044.2915,5044.2915,5044.2915,,,,,,,,,,,,,,,,,,
,,,,,,0.82198885,6797.0425,6797.0425,6797.0425,,,,,,,,,,,,,,,,,,
,,,,,,0.822809975,6892.7744,6892.7744,6892.7744,,,,,,,,,,,,,,,,,,
,,,,,,0.82302606,7173.6665,7173.6665,7173.6665,,,,,,,,,,,,,,,,,,
,,,,,,0.823544665,2951.3767,2951.3767,2951.3767,,,,,,,,,,,,,,,,,,
,,,,,,0.824365789,6974.6177,6974.6177,6974.6177,,,,,,,,,,,,,,,,,,
,,,,,,0.825186914,5345.083,5345.083,5345.083,,,,,,,,,,,,,,,,,,
,,,,,,0.825402999,7216.1533,7216.1533,7216.1533,,,,,,,,,,,,,,,,,,
,,,,,,0.826526643,3341.0461,3341.0461,3341.0461,,,,,,,,,,,,,,,,,,
,,,,,,0.827347768,6927.0176,6927.0176,6927.0176,,,,,,,,,,,,,,,,,,
,,,,,,0.827563853,5872.5356,5872.5356,5872.5356,,,,,,,,,,,,,,,,,,
,,,,,,0.827779939,5774.4673,5774.4673,5774.4673,,,,,,,,,,,,,,,,,,
,,,,,,0.828903583,4866.39,4866.39,4866.39,,,,,,,,,,,,,,,,,,
,,,,,,0.829724707,6393.257,6393.257,6393.257,,,,,,,,,,,,,,,,,,
,,,,,,0.829940793,6903.723,6903.723,6903.723,,,,,,,,,,,,,,,,,,
,,,,,,0.830761917,7241.8755,7241.8755,7241.8755,,,,,,,,,,,,,,,,,,
,,,,,,0.831885561,6580.5093,6580.5093,6580.5093,,,,,,,,,,,,,,,,,,
,,,,,,0.832101647,6889.1353,6889.1353,6889.1353,,,,,,,,,,,,,,,,,,
,,,,,,0.832317732,7003.8125,7003.8125,7003.8125,,,,,,,,,,,,,,,,,,
,,,,,,0.833138856,7057.7295,7057.7295,7057.7295,,,,,,,,,,,,,,,,,,
,,,,,,0.834262501,5824.5884,5824.5884,5824.5884,,,,,,,,,,,,,,,,,,
,,,,,,0.834478586,6947.5947,6947.5947,6947.5947,,,,,,,,,,,,,,,,,,
,,,,,,0.834694671,5834.1533,5834.1533,5834.1533,,,,,,,,,,,,,,,,,,
,,,,,,0.836120835,7223.1675,7223.1675,7223.1675,,,,,,,,,,,,,,,,,,
,,,,,,0.836855525,5575.0713,5575.0713,5575.0713,,,,,,,,,,,,,,,,,,
,,,,,,0.837071611,6914.162,6914.162,6914.162,,,,,,,,,,,,,,,,,,
,,,,,,0.837849518,4899.063,4899.063,4899.063,,,,,,,,,,,,,,,,,,
,,,,,,0.838497774,7244.3594,7244.3594,7244.3594,,,,,,,,,,,,,,,,,,
,,,,,,0.839232465,7032.0347,7032.0347,7032.0347,,,,,,,,,,,,,,,,,,
,,,,,,0.83944855,6926.258,6926.258,6926.258,,,,,,,,,,,,,,,,,,
,,,,,,0.840226457,5669.449,5669.449,5669.449,,,,,,,,,,,,,,,,,,
,,,,,,0.840874714,5531.2393,5531.2393,5531.2393,,,,,,,,,,,,,,,,,,
,,,,,,0.841609404,6996.983,6996.983,6996.983,,,,,,,,,,,,,,,,,,
,,,,,,0.841825489,6913.1646,6913.1646,6913.1646,,,,,,,,,,,,,,,,,,
,,,,,,0.842603397,5554.8,5554.8,5554.8,,,,,,,,,,,,,,,,,,
,,,,,,0.843251653,7234.2046,7234.2046,7234.2046,,,,,,,,,,,,,,,,,,
,,,,,,0.843986343,6999.918,6999.918,6999.918,,,,,,,,,,,,,,,,,,
,,,,,,0.844202429,6942.353,6942.353,6942.353,,,,,,,,,,,,,,,,,,
,,,,,,0.844980336,5927.3594,5927.3594,5927.3594,,,,,,,,,,,,,,,,,,
,,,,,,0.845628592,7118.483,7118.483,7118.483,,,,,,,,,,,,,,,,,,
,,,,,,0.846363283,6921.5327,6921.5327,6921.5327,,,,,,,,,,,,,,,,,,
,,,,,,0.846579368,6143.284,6143.284,6143.284,,,,,,,,,,,,,,,,,,
,,,,,,0.848005532,7147.363,7147.363,7147.363,,,,,,,,,,,,,,,,,,
,,,,,,0.848567354,2505.1638,2505.1638,2505.1638,,,,,,,,,,,,,,,,,,
,,,,,,0.848740222,6961.6045,6961.6045,6961.6045,,,,,,,,,,,,,,,,,,
,,,,,,0.848956308,6934.2847,6934.2847,6934.2847,,,,,,,,,,,,,,,,,,
,,,,,,0.850382471,6681.7627,6681.7627,6681.7627,,,,,,,,,,,,,,,,,,
,,,,,,0.850944293,5395.268,5395.268,5395.268,,,,,,,,,,,,,,,,,,
,,,,,,0.851117162,6906.741,6906.741,6906.741,,,,,,,,,,,,,,,,,,
,,,,,,0.851333247,7002.8457,7002.8457,7002.8457,,,,,,,,,,,,,,,,,,
,,,,,,0.852759411,6845.5176,6845.5176,6845.5176,,,,,,,,,,,,,,,,,,
,,,,,,0.853321233,5435.3213,5435.3213,5435.3213,,,,,,,,,,,,,,,,,,
,,,,,,0.853494101,5630.1294,5630.1294,5630.1294,,,,,,,,,,,,,,,,,,
,,,,,,0.853710186,7052.2427,7052.2427,7052.2427,,,,,,,,,,,,,,,,,,
,,,,,,0.85513635,7078.4404,7078.4404,7078.4404,,,,,,,,,,,,,,,,,,
,,,,,,0.855698172,5698.4556,5698.4556,5698.4556,,,,,,,,,,,,,,,,,,
,,,,,,0.85587104,7009.3735,7009.3735,7009.3735,,,,,,,,,,,,,,,,,,
,,,,,,0.856087126,6790.285,6790.285,6790.285,,,,,,,,,,,,,,,,,,
,,,,,,0.857513289,7222.0396,7222.0396,7222.0396,,,,,,,,,,,,,,,,,,
,,,,,,0.85824798,6963.3174,6963.3174,6963.3174,,,,,,,,,,,,,,,,,,
,,,,,,0.858464065,6929.3984,6929.3984,6929.3984,,,,,,,,,,,,,,,,,,
,,,,,,0.85928519,3185.1514,3185.1514,3185.1514,,,,,,,,,,,,,,,,,,
,,,,,,0.859890229,7264.299,7264.299,7264.299,,,,,,,,,,,,,,,,,,
,,,,,,0.860624919,7008.5063,7008.5063,7008.5063,,,,,,,,,,,,,,,,,,
,,,,,,0.860841004,5532.822,5532.822,5532.822,,,,,,,,,,,,,,,,,,
,,,,,,0.861662129,5192.9795,5192.9795,5192.9795,,,,,,,,,,,,,,,,,,
,,,,,,0.862872207,7193.3076,7193.3076,7193.3076,,,,,,,,,,,,,,,,,,
,,,,,,0.863001858,7005.279,7005.279,7005.279,,,,,,,,,,,,,,,,,,
,,,,,,0.863217944,6236.8926,6236.8926,6236.8926,,,,,,,,,,,,,,,,,,
,,,,,,0.864644107,3899.167,3899.167,3899.167,,,,,,,,,,,,,,,,,,
,,,,,,0.865249146,6882.814,6882.814,6882.814,,,,,,,,,,,,,,,,,,
,,,,,,0.865378798,7109.6367,7109.6367,7109.6367,,,,,,,,,,,,,,,,,,
,,,,,,0.865594883,5605.012,5605.012,5605.012,,,,,,,,,,,,,,,,,,
,,,,,,0.867626086,5636.1034,4042.5051,7229.7017,,,,,,,,,,,,,,,,,,
,,,,,,0.867755737,5601.499,5601.499,5601.499,,,,,,,,,,,,,,,,,,
,,,,,,0.867971822,7051.124,7051.124,7051.124,,,,,,,,,,,,,,,,,,
,,,,,,0.870003025,7181.8413,7181.8413,7181.8413,,,,,,,,,,,,,,,,,,
,,,,,,0.870132676,6990.8594,6990.8594,6990.8594,,,,,,,,,,,,,,,,,,
,,,,,,0.870348762,6016.6797,6016.6797,6016.6797,,,,,,,,,,,,,,,,,,
,,,,,,0.870608064,5406.6924,5406.6924,5406.6924,,,,,,,,,,,,,,,,,,
,,,,,,0.872379965,7096.572,7096.572,7096.572,,,,,,,,,,,,,,,,,,
,,,,,,0.872509616,6933.4146,6933.4146,6933.4146,,,,,,,,,,,,,,,,,,
,,,,,,0.872725701,6897.5645,6897.5645,6897.5645,,,,,,,,,,,,,,,,,,
,,,,,,0.872985004,6714.7,6714.7,6714.7,,,,,,,,,,,,,,,,,,
,,,,,,0.874756904,7153.2256,7153.2256,7153.2256,,,,,,,,,,,,,,,,,,
,,,,,,0.875102641,5995.912,5995.912,5995.912,,,,,,,,,,,,,,,,,,
,,,,,,0.875361943,4537.5874,4537.5874,4537.5874,,,,,,,,,,,,,,,,,,
,,,,,,0.875491594,6596.5127,6596.5127,6596.5127,,,,,,,,,,,,,,,,,,
,,,,,,0.877133843,7190.0933,7190.0933,7190.0933,,,,,,,,,,,,,,,,,,
,,,,,,0.87747958,6589.04,6589.04,6589.04,,,,,,,,,,,,,,,,,,
,,,,,,0.877868534,7047.834,7047.834,7047.834,,,,,,,,,,,,,,,,,,
,,,,,,0.878948961,6416.375,6416.375,6416.375,,,,,,,,,,,,,,,,,,
,,,,,,0.879510783,7198.835,7198.835,7198.835,,,,,,,,,,,,,,,,,,
,,,,,,0.879856519,5673.1514,5673.1514,5673.1514,,,,,,,,,,,,,,,,,,
,,,,,,0.880245473,6658.785,6658.785,6658.785,,,,,,,,,,,,,,,,,,
,,,,,,0.881887722,5767.781,5767.781,5767.781,,,,,,,,,,,,,,,,,,
,,,,,,0.881930939,5297.6084,5297.6084,5297.6084,,,,,,,,,,,,,,,,,,
,,,,,,0.882233459,5942.1436,5942.1436,5942.1436,,,,,,,,,,,,,,,,,,
,,,,,,0.883227451,5934.8022,5934.8022,5934.8022,,,,,,,,,,,,,,,,,,
,,,,,,0.884307878,6531.643,6531.643,6531.643,,,,,,,,,,,,,,,,,,
,,,,,,0.884610398,5726.52,5726.52,5726.52,,,,,,,,,,,,,,,,,,
,,,,,,0.885604391,7049.2563,7049.2563,7049.2563,,,,,,,,,,,,,,,,,,
,,,,,,0.887592377,6951.8955,6951.8955,6951.8955,,,,,,,,,,,,,,,,,,
,,,,,,0.887894896,4554.455,4554.455,4554.455,,,,,,,,,,,,,,,,,,
,,,,,,0.88798133,6945.944,6945.944,6945.944,,,,,,,,,,,,,,,,,,
,,,,,,0.889969316,7059.858,7059.858,7059.858,,,,,,,,,,,,,,,,,,
,,,,,,0.89035827,7016.974,7016.974,7016.974,,,,,,,,,,,,,,,,,,
,,,,,,0.891481914,4312.157,4312.157,4312.157,,,,,,,,,,,,,,,,,,
,,,,,,0.892735209,7035.078,7035.078,7035.078,,,,,,,,,,,,,,,,,,
,,,,,,0.893858853,6864.9136,6864.9136,6864.9136,,,,,,,,,,,,,,,,,,
,,,,,,0.895112148,5657.546,5657.546,5657.546,,,,,,,,,,,,,,,,,,
,,,,,,0.896235792,2787.5652,2787.5652,2787.5652,,,,,,,,,,,,,,,,,,
,,,,,,0.897489088,5625.9995,5625.9995,5625.9995,,,,,,,,,,,,,,,,,,
,,,,,,0.898612732,5085.943,5085.943,5085.943,,,,,,,,,,,,,,,,,,
,,,,,,0.900471066,6176.837,6176.837,6176.837,,,,,,,,,,,,,,,,,,
,,,,,,0.900989671,5700.9604,5700.9604,5700.9604,,,,,,,,,,,,,,,,,,
,,,,,,0.902848006,7054.6914,7054.6914,7054.6914,,,,,,,,,,,,,,,,,,
,,,,,,0.905224945,7034.58,7034.58,7034.58,,,,,,,,,,,,,,,,,,
,,,,,,0.905786767,5117.1357,5117.1357,5117.1357,,,,,,,,,,,,,,,,,,
,,,,,,0.908768745,3100.559,3100.559,3100.559,,,,,,,,,,,,,,,,,,
,,,,,,0.908811962,6993.5576,6993.5576,6993.5576,,,,,,,,,,,,,,,,,,
,,,,,,0.911145685,4612.34,4612.34,4612.34,,,,,,,,,,,,,,,,,,
