SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,,,TD3,,Crossq,,SMPO,,,,QVPO,,,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,MIN,MAX,X,Y,MIN,MAX
,,,,,,,,,,,,,,,,,,,,,,,,,,0.468,21612.84766,21612.84766,21612.84766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4685,29450.09961,29450.09961,29450.09961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.469,2482.141602,2482.141602,2482.141602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4695,23642.96289,23642.96289,23642.96289
,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,24181.34766,24181.34766,24181.34766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4705,22524.46484,22524.46484,22524.46484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.471,8369.59375,8369.59375,8369.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4715,19711.46289,19711.46289,19711.46289
,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,5074.911133,5074.911133,5074.911133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4725,21105.63281,21105.63281,21105.63281
,,,,,,,,,,,,,,,,,,,,,,,,,,0.473,18139.76172,18139.76172,18139.76172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735,12797.61426,12797.61426,12797.61426
,,,,,,,,,,,,,,,,,,,,,,,,,,0.474,7350.802246,7350.802246,7350.802246
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4745,8200.558594,8200.558594,8200.558594
,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,10693.76758,10693.76758,10693.76758
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4755,22319.08008,22319.08008,22319.08008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.476,21908.60547,21908.60547,21908.60547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4765,18652.39063,18652.39063,18652.39063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.477,19299.57031,19299.57031,19299.57031
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4775,8439.569336,8439.569336,8439.569336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.478,19809.00391,19809.00391,19809.00391
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4785,18144.44141,18144.44141,18144.44141
,,,,,,,,,,,,,,,,,,,,,,,,,,0.479,21859.88477,21859.88477,21859.88477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4795,15515.45215,15515.45215,15515.45215
,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,25561.12891,25561.12891,25561.12891
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4805,19956.69922,19956.69922,19956.69922
,,,,,,,,,,,,,,,,,,,,,,,,,,0.481,27979.84961,27979.84961,27979.84961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4815,4785.413086,4785.413086,4785.413086
,,,,,,,,,,,,,,,,,,,,,,,,,,0.482,23751.0332,23751.0332,23751.0332
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4825,16210.75488,16210.75488,16210.75488
,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,17829.23633,17829.23633,17829.23633
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4835,27176.45508,27176.45508,27176.45508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.484,20202.05273,20202.05273,20202.05273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4845,10121.37207,10121.37207,10121.37207
,,,,,,,,,,,,,,,,,,,,,,,,,,0.485,24046.32031,24046.32031,24046.32031
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4855,3730.730713,3730.730713,3730.730713
,,,,,,,,,,,,,,,,,,,,,,,,,,0.486,12110.01465,12110.01465,12110.01465
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4865,11597.58008,11597.58008,11597.58008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.487,12651.29785,12651.29785,12651.29785
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4875,25130.71094,25130.71094,25130.71094
,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,16087.09961,16087.09961,16087.09961
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4885,23685.56641,23685.56641,23685.56641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.489,5237.98877,5237.98877,5237.98877
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4895,19170.02148,19170.02148,19170.02148
,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,24490.9082,24490.9082,24490.9082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4905,10753.4873,10753.4873,10753.4873
,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,22369.51563,22369.51563,22369.51563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4915,28925.41797,28925.41797,28925.41797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.492,25226.57227,25226.57227,25226.57227
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4925,1190.938599,1190.938599,1190.938599
,,,,,,,,,,,,,,,,,,,,,,,,,,0.493,5093.678711,5093.678711,5093.678711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4935,24178.57227,24178.57227,24178.57227
,,,,,,,,,,,,,,,,,,,,,,,,,,0.494,4990.931641,4990.931641,4990.931641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4945,17566.95508,17566.95508,17566.95508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,8008.940918,8008.940918,8008.940918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4955,22072.74805,22072.74805,22072.74805
,,,,,,,,,,,,,,,,,,,,,,,,,,0.496,19109.66406,19109.66406,19109.66406
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4965,26092.93164,26092.93164,26092.93164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.497,23570.19141,23570.19141,23570.19141
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4975,13825.51563,13825.51563,13825.51563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.498,12777.29004,12777.29004,12777.29004
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4985,24535.59375,24535.59375,24535.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.499,26303.73828,26303.73828,26303.73828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4995,10765.5293,10765.5293,10765.5293
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,24005.5332,24005.5332,24005.5332
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5005,18204.49023,18204.49023,18204.49023
,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,17838.07813,17838.07813,17838.07813
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5015,19227.91797,19227.91797,19227.91797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,14483.27246,14483.27246,14483.27246
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5025,31037.41602,31037.41602,31037.41602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.503,14171.29785,14171.29785,14171.29785
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5035,20753.21289,20753.21289,20753.21289
,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,15866.25586,15866.25586,15866.25586
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5045,6060.773926,6060.773926,6060.773926
,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,6754.549316,6754.549316,6754.549316
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055,3904.018799,3904.018799,3904.018799
,,,,,,,,,,,,,,,,,,,,,,,,,,0.506,2006.475464,2006.475464,2006.475464
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5065,1142.016724,1142.016724,1142.016724
,,,,,,,,,,,,,,,,,,,,,,,,,,0.507,29297.52734,29297.52734,29297.52734
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5075,29423.82617,29423.82617,29423.82617
,,,,,,,,,,,,,,,,,,,,,,,,,,0.508,24930.64258,24930.64258,24930.64258
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5085,1470.770386,1470.770386,1470.770386
,,,,,,,,,,,,,,,,,,,,,,,,,,0.509,2017.184937,2017.184937,2017.184937
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5095,1237.519043,1237.519043,1237.519043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,2895.72876,2895.72876,2895.72876
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5105,18969.4668,18969.4668,18969.4668
,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,20863.07031,20863.07031,20863.07031
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5115,2253.376953,2253.376953,2253.376953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,6169.835449,6169.835449,6169.835449
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5125,14045.85547,14045.85547,14045.85547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,2555.247803,2555.247803,2555.247803
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5135,29468.11133,29468.11133,29468.11133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.514,33718.81641,33718.81641,33718.81641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5145,16367.13477,16367.13477,16367.13477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,23474.64258,23474.64258,23474.64258
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5155,22739.32617,22739.32617,22739.32617
,,,,,,,,,,,,,,,,,,,,,,,,,,0.516,8268.425781,8268.425781,8268.425781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5165,25948.05469,25948.05469,25948.05469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.517,16527.58203,16527.58203,16527.58203
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5175,23346.9082,23346.9082,23346.9082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.518,35534.64453,35534.64453,35534.64453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5185,5906.100098,5906.100098,5906.100098
,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,29856.60156,29856.60156,29856.60156
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5195,1406.177612,1406.177612,1406.177612
,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,1282.543457,1282.543457,1282.543457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5205,8504.280273,8504.280273,8504.280273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.521,16113.73438,16113.73438,16113.73438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5215,7211.874023,7211.874023,7211.874023
,,,,,,,,,,,,,,,,,,,,,,,,,,0.522,24338.29492,24338.29492,24338.29492
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5225,2990.152832,2990.152832,2990.152832
,,,,,,,,,,,,,,,,,,,,,,,,,,0.523,6178.375488,6178.375488,6178.375488
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5235,19618.59375,19618.59375,19618.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.524,21835.73633,21835.73633,21835.73633
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5245,7463.810547,7463.810547,7463.810547
,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,3427.170654,3427.170654,3427.170654
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5255,2776.192627,2776.192627,2776.192627
,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,1947.065552,1947.065552,1947.065552
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5265,5408.721191,5408.721191,5408.721191
,,,,,,,,,,,,,,,,,,,,,,,,,,0.527,26284.47266,26284.47266,26284.47266
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5275,1035.150513,1035.150513,1035.150513
,,,,,,,,,,,,,,,,,,,,,,,,,,0.528,19663.81445,19663.81445,19663.81445
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5285,18487.90039,18487.90039,18487.90039
,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,13362.41797,13362.41797,13362.41797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5295,8469.132813,8469.132813,8469.132813
,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,20502.06055,20502.06055,20502.06055
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5305,20244.02344,20244.02344,20244.02344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,26910.37891,26910.37891,26910.37891
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5315,6517.122559,6517.122559,6517.122559
,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,19462.625,19462.625,19462.625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5325,27168.74219,27168.74219,27168.74219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.533,16235.04688,16235.04688,16235.04688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5335,6295.506348,6295.506348,6295.506348
,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,29871.1875,29871.1875,29871.1875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5345,26811.01953,26811.01953,26811.01953
,,,,,,,,,,,,,,,,,,,,,,,,,,0.535,28722.8457,28722.8457,28722.8457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5355,18594.63477,18594.63477,18594.63477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,7777.53418,7777.53418,7777.53418
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5365,30956.125,30956.125,30956.125
,,,,,,,,,,,,,,,,,,,,,,,,,,0.537,7858.421387,7858.421387,7858.421387
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5375,24250.21875,24250.21875,24250.21875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.538,23722.41797,23722.41797,23722.41797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5385,16660.35742,16660.35742,16660.35742
,,,,,,,,,,,,,,,,,,,,,,,,,,0.539,8155.810059,8155.810059,8155.810059
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5395,10450.99121,10450.99121,10450.99121
,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,9774.612305,9774.612305,9774.612305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5405,29060.79492,29060.79492,29060.79492
,,,,,,,,,,,,,,,,,,,,,,,,,,0.541,1410.085693,1410.085693,1410.085693
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5415,15346.87793,15346.87793,15346.87793
,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,19898.65039,19898.65039,19898.65039
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5425,886.9797974,886.9797974,886.9797974
,,,,,,,,,,,,,,,,,,,,,,,,,,0.543,20086.72852,20086.72852,20086.72852
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5435,1542.160522,1542.160522,1542.160522
,,,,,,,,,,,,,,,,,,,,,,,,,,0.544,11194.34082,11194.34082,11194.34082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5445,5358.803223,5358.803223,5358.803223
,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,16823.7168,16823.7168,16823.7168
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5455,9590.427734,9590.427734,9590.427734
,,,,,,,,,,,,,,,,,,,,,,,,,,0.546,11969.64063,11969.64063,11969.64063
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5465,1679.063477,1679.063477,1679.063477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.547,7795.359375,7795.359375,7795.359375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5475,3222.101074,3222.101074,3222.101074
,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,17495.54688,17495.54688,17495.54688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5485,3209.226807,3209.226807,3209.226807
,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,26742.55273,26742.55273,26742.55273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5495,34035.26563,34035.26563,34035.26563
,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,11858.92383,11858.92383,11858.92383
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5505,2640.26001,2640.26001,2640.26001
,,,,,,,,,,,,,,,,,,,,,,,,,,0.551,11619.44727,11619.44727,11619.44727
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5515,9149.261719,9149.261719,9149.261719
,,,,,,,,,,,,,,,,,,,,,,,,,,0.552,30236.33789,30236.33789,30236.33789
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5525,16615.56836,16615.56836,16615.56836
,,,,,,,,,,,,,,,,,,,,,,,,,,0.553,11140.54102,11140.54102,11140.54102
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5535,9700.661133,9700.661133,9700.661133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,3226.189941,3226.189941,3226.189941
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5545,1261.084839,1261.084839,1261.084839
,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,1361.337036,1361.337036,1361.337036
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555,4601.29541,4601.29541,4601.29541
,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,6336.284668,6336.284668,6336.284668
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5565,39380.50391,39380.50391,39380.50391
,,,,,,,,,,,,,,,,,,,,,,,,,,0.557,30579.89258,30579.89258,30579.89258
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5575,38803.44531,38803.44531,38803.44531
,,,,,,,,,,,,,,,,,,,,,,,,,,0.558,35410.23047,35410.23047,35410.23047
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5585,25608.27148,25608.27148,25608.27148
,,,,,,,,,,,,,,,,,,,,,,,,,,0.559,30196.77344,30196.77344,30196.77344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5595,30961.42383,30961.42383,30961.42383
,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,37286.54688,37286.54688,37286.54688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5605,8865.902344,8865.902344,8865.902344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.561,3263.33374,3263.33374,3263.33374
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5615,5938.312988,5938.312988,5938.312988
,,,,,,,,,,,,,,,,,,,,,,,,,,0.562,5085.54541,5085.54541,5085.54541
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,26388.0957,26388.0957,26388.0957
,,,,,,,,,,,,,,,,,,,,,,,,,,0.563,3013.452881,3013.452881,3013.452881
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5635,4692.14209,4692.14209,4692.14209
,,,,,,,,,,,,,,,,,,,,,,,,,,0.564,32862.30469,32862.30469,32862.30469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5645,13484.61523,13484.61523,13484.61523
,,,,,,,,,,,,,,,,,,,,,,,,,,0.565,29577.24219,29577.24219,29577.24219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5655,3352.419434,3352.419434,3352.419434
,,,,,,,,,,,,,,,,,,,,,,,,,,0.566,9218.640625,9218.640625,9218.640625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5665,2972.249512,2972.249512,2972.249512
,,,,,,,,,,,,,,,,,,,,,,,,,,0.567,3053.359863,3053.359863,3053.359863
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5675,1225.887939,1225.887939,1225.887939
,,,,,,,,,,,,,,,,,,,,,,,,,,0.568,2099.575195,2099.575195,2099.575195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5685,317.8470459,317.8470459,317.8470459
,,,,,,,,,,,,,,,,,,,,,,,,,,0.569,1779.202393,1779.202393,1779.202393
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5695,30342.79297,30342.79297,30342.79297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,8134.853516,8134.853516,8134.853516
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5705,15571.64453,15571.64453,15571.64453
,,,,,,,,,,,,,,,,,,,,,,,,,,0.571,3821.441895,3821.441895,3821.441895
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5715,23247.61914,23247.61914,23247.61914
,,,,,,,,,,,,,,,,,,,,,,,,,,0.572,23035.55859,23035.55859,23035.55859
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5725,2126.999023,2126.999023,2126.999023
,,,,,,,,,,,,,,,,,,,,,,,,,,0.573,13461.97168,13461.97168,13461.97168
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5735,3165.32251,3165.32251,3165.32251
,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,2901.40625,2901.40625,2901.40625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5745,2436.908447,2436.908447,2436.908447
,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,4050.11792,4050.11792,4050.11792
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5755,2599.387939,2599.387939,2599.387939
,,,,,,,,,,,,,,,,,,,,,,,,,,0.576,2892.277344,2892.277344,2892.277344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5765,3212.095459,3212.095459,3212.095459
,,,,,,,,,,,,,,,,,,,,,,,,,,0.577,4756.345215,4756.345215,4756.345215
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5775,2227.243896,2227.243896,2227.243896
,,,,,,,,,,,,,,,,,,,,,,,,,,0.578,2570.990723,2570.990723,2570.990723
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5785,36182.23438,36182.23438,36182.23438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,3532.947998,3532.947998,3532.947998
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5795,6912.755371,6912.755371,6912.755371
,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,3335.801514,3335.801514,3335.801514
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5805,4533.740234,4533.740234,4533.740234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,11439.9668,11439.9668,11439.9668
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5815,20986.6875,20986.6875,20986.6875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,4372.785645,4372.785645,4372.785645
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5825,1521.164307,1521.164307,1521.164307
,,,,,,,,,,,,,,,,,,,,,,,,,,0.583,2461.787354,2461.787354,2461.787354
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5835,7068.793457,7068.793457,7068.793457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.584,1187.501465,1187.501465,1187.501465
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5845,1617.807129,1617.807129,1617.807129
,,,,,,,,,,,,,,,,,,,,,,,,,,0.585,2067.049072,2067.049072,2067.049072
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5855,10658.13672,10658.13672,10658.13672
,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,2861.638428,2861.638428,2861.638428
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5865,1060.300781,1060.300781,1060.300781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.587,13101.98438,13101.98438,13101.98438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5875,10790.7373,10790.7373,10790.7373
,,,,,,,,,,,,,,,,,,,,,,,,,,0.588,2827.896973,2827.896973,2827.896973
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5885,13104.54102,13104.54102,13104.54102
,,,,,,,,,,,,,,,,,,,,,,,,,,0.589,15749.67383,15749.67383,15749.67383
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5895,25253.91992,25253.91992,25253.91992
,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,3227.452393,3227.452393,3227.452393
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5905,5572.765625,5572.765625,5572.765625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,7759.26123,7759.26123,7759.26123
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5915,1526.082031,1526.082031,1526.082031
,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,2964.692627,2964.692627,2964.692627
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5925,1560.377808,1560.377808,1560.377808
,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,12830.66113,12830.66113,12830.66113
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5935,770.3074951,770.3074951,770.3074951
,,,,,,,,,,,,,,,,,,,,,,,,,,0.594,18847.80273,18847.80273,18847.80273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5945,1827.70874,1827.70874,1827.70874
,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,13590.7832,13590.7832,13590.7832
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5955,1770.26062,1770.26062,1770.26062
,,,,,,,,,,,,,,,,,,,,,,,,,,0.596,3804.927002,3804.927002,3804.927002
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5965,14404.42969,14404.42969,14404.42969
,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,2555.59375,2555.59375,2555.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5975,5404.827637,5404.827637,5404.827637
,,,,,,,,,,,,,,,,,,,,,,,,,,0.598,1385.692993,1385.692993,1385.692993
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5985,21251.91992,21251.91992,21251.91992
,,,,,,,,,,,,,,,,,,,,,,,,,,0.599,3992.295166,3992.295166,3992.295166
,,,,,,,,,,,,,,,,,,,,,,,,,,0.5995,1433.805542,1433.805542,1433.805542
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2696.07251,2696.07251,2696.07251
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6005,17151.85938,17151.85938,17151.85938
,,,,,,,,,,,,,,,,,,,,,,,,,,0.601,3481.329102,3481.329102,3481.329102
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6015,21546.21875,21546.21875,21546.21875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.602,1190.5271,1190.5271,1190.5271
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6025,15290.22949,15290.22949,15290.22949
,,,,,,,,,,,,,,,,,,,,,,,,,,0.603,10884.78711,10884.78711,10884.78711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6035,3692.305176,3692.305176,3692.305176
,,,,,,,,,,,,,,,,,,,,,,,,,,0.604,3688.015137,3688.015137,3688.015137
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6045,7303.000977,7303.000977,7303.000977
,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,1391.609009,1391.609009,1391.609009
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6055,8928.15332,8928.15332,8928.15332
,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,1844.814331,1844.814331,1844.814331
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6065,2226.054932,2226.054932,2226.054932
,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,1037.518066,1037.518066,1037.518066
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6075,5269.710449,5269.710449,5269.710449
,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,935.2491455,935.2491455,935.2491455
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6085,2600.497559,2600.497559,2600.497559
,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,21542.4082,21542.4082,21542.4082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6095,21778.94336,21778.94336,21778.94336
,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,2378.01709,2378.01709,2378.01709
